-80.731657,38.699342,0.0008275666735579905
-79.867788,38.781095,7.73898699707264e-07
-82.243397,38.419578,0.0018051119249020012
-82.419681,38.145541,0.00040831204668812144
-81.354522,38.743003,1.202591574219016e-06
-81.658205,37.382663,0.00042123644119439364
-81.516253,39.211575,0.0014656220501517477
-80.797516,38.291416,0.002286086626776935
-78.611989,39.312139,0.0010130772993716527
-79.195064,39.105988,8.621784323683765e-05
-80.570164,40.516958,0.002337243529799144
-79.996947,39.139725,-5.435654812088108e-08
-80.701232,39.26348,-3.385264985380117e-06
-78.257345,39.555002,0.0005149129962246882
-77.86322,39.307398,0.0001099369478353312
-80.54789,37.55034,7.346175163011262e-07
-81.066317,39.177112,1.0278789417162941e-06
-79.340617,38.67445,1.8343678670726864e-06
-81.677717,38.834234,0.000342309495336044
-80.495477,38.988877,0.007429046343097253
-80.45059,37.924418,0.001566292532803626
-81.264671,37.76247,0.001969979539512737
-78.95669,39.404781,7.215271256799312e-05
-81.382975,39.020034,2.349315122452475e-06
-80.010121,38.332606,1.4965283344851418e-06
-79.668865,39.46903,0.0001768983205657042
-80.231335,38.902536,0.0006937851347494598
-81.086051,38.030933,0.00034913431957819515
-81.115478,38.844159,3.102667148298962e-06
-80.877219,39.465634,2.7816818031156777e-06
-79.559968,39.111175,6.148149842271294e-07
-80.856315,37.656003,0.0006551282629244528
-80.386498,39.279182,0.004409745105976926
-80.046554,39.332478,-1.1704977872189768e-07
-80.628157,39.600602,-9.330546318289786e-07
-80.578691,40.272645,0.0007546829922844683
-80.620728,40.098932,0.0012034558416201245
-81.548884,37.603717,-1.4695884426863875e-07
-81.713539,38.022814,-1.1961814061734444e-07
-80.243402,39.505839,0.002233964713539376
-78.841729,39.011361,0.0018810538878842676
-80.849413,38.915867,1.1032553483583114e-06
-80.059074,39.633645,0.0001593573268873039
-80.671794,39.854426,0.002019591402784152
-81.940853,37.830591,0.00046799505086609846
-81.106456,37.403448,0.00016006744130138634
-82.158989,37.721161,0.00011608149028326114
-81.161172,39.368133,1.8547650705711648e-06
-81.081866,38.459826,-3.2049374192158556e-07
-82.029007,38.770914,0.00014595922540381793
-81.523516,38.328068,0.0008643416414576619
-80.449052,38.483459,1.0224438650987354e-06
-81.906109,38.510513,0.00035339268978444235
-78.037776,39.448054,0.0011292124962664278
-82.077623,38.17177,8.401563394588604e-07
-86.218015,37.227514,-9.275246944169144e-07
-84.491052,36.731136,0.00010995321553204453
-85.465955,37.803188,0.0002257508228504441
-85.925162,36.963671,4.692353795348619e-05
-83.597515,37.950665,-1.5556367528143333e-06
-86.581746,36.740947,8.051753047044082e-07
-88.972084,36.675896,3.730849068453004e-06
-85.05495,36.990587,-8.798642024452658e-07
-84.625927,38.64916,0.0009356570870308556
-87.572577,37.792542,0.00010697832243071096
-82.681406,38.360004,0.00152474685962844
-84.84159,38.499394,0.0008345752294428479
-83.258944,37.92294,-1.1769739672179782e-06
-83.097209,38.115438,3.0553012514514256e-06
-82.861251,37.118536,4.080455890319624e-05
-84.20986,38.202562,0.00034965149395423204
-87.265597,37.526707,-2.5246913619167718e-06
-83.376774,38.552152,0.00021812589330830868
-82.830639,37.84926,-8.240241818337178e-07
-84.533438,38.930503,0.003417927332169261
-82.945724,37.359724,7.304689057826521e-07
-84.06423,38.513473,6.3624192238267146e-06
-84.862153,38.760103,0.002718478964783739
-85.561403,37.269637,0.0002672821071270474
-83.681046,36.72268,4.909604020171887e-07
-88.10501,37.358149,1.0698757817554452e-06
-84.579376,38.289882,0.0008374078912453308
-84.868352,37.618104,0.000898197413912322
-86.192458,36.75077,1.0318644059430375e-06
-84.020576,37.403458,7.585961697333834e-05
-83.048796,38.309549,0.0008767235038204218
-85.393507,36.784224,0.00014490059836544074
-84.379583,38.946981,0.005809542933849742
-83.221497,36.859223,3.5165662461119075e-05
-84.334131,38.444578,0.0017225255706287683
-85.124024,38.668394,0.00677475741486635
-86.844871,37.477859,0.00012445806975195606
-83.217772,37.241282,4.4670922462256477e-07
-86.423579,36.995634,8.597950038057283e-05
-84.731431,38.974595,0.0018583174013243311
-86.344011,37.458577,3.891106175891236e-05
-84.986417,38.005396,0.0008287834039808331
-86.881436,36.859829,4.31210486863311e-07
-87.134092,37.213816,6.344484871696669e-05
-82.410913,37.486031,0.0006086679361908033
-88.332752,36.882017,3.2217233211702194e-05
-84.58396,37.873291,0.0014519081998951317
-82.743361,37.559878,0.00010190282924834514
-85.136098,36.727258,8.7022783203125e-07
-82.738302,38.074457,0.0003785402110051172
-85.456152,38.400127,0.000277079453482502
-83.069716,37.698953,-2.2073563719862227e-07
-84.144648,36.758024,8.398524580958532e-05
-84.748863,38.043103,0.00032021709449479017
-88.649897,36.723344,2.644447758014698e-05
-88.274086,36.620978,6.05031173594132e-07
-85.228266,38.239028,0.0005274944959178057
-85.702641,37.969928,0.0011463454111692523
-83.737641,38.152249,1.05588545285097e-06
